year;_STATE;_COUNTY
1992;California;Mono
1966;Arizona;Coconino
1966;Arizona;Coconino
1966;Arizona;Coconino
1966;Arizona;Coconino
1966;Arizona;Coconino
1965;Arizona;Coconino
2003;Arizona;Yavapai
1980;Arizona;Yavapai
1980;Arizona;Yavapai
1970;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1975;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1966;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1965;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1966;Arizona;Yavapai
1966;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1966;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1966;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1966;Arizona;Yavapai
1966;Arizona;Yavapai
1966;Arizona;Yavapai
1966;Arizona;Yavapai
1972;Arizona;Yavapai
1966;Arizona;Yavapai
1966;Arizona;Yavapai
1972;Arizona;Yavapai
1966;Arizona;Yavapai
1966;Arizona;Yavapai
1966;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1965;Arizona;Yavapai
1966;Arizona;Yavapai
1966;Arizona;Yavapai
1966;Arizona;Yavapai
1965;Arizona;Yavapai
1966;Arizona;Yavapai
1966;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1972;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1966;Arizona;Yavapai
1965;Arizona;Yavapai
1966;Arizona;Yavapai
1966;Arizona;Yavapai
1965;Arizona;Yavapai
1966;Arizona;Yavapai
1966;Arizona;Yavapai
1965;Arizona;Yavapai
1966;Arizona;Yavapai
1966;Arizona;Yavapai
1966;Arizona;Yavapai
1966;Arizona;Yavapai
1966;Arizona;Yavapai
1966;Arizona;Yavapai
1965;Arizona;Yavapai
1972;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1966;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1965;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1972;Arizona;Yavapai
1980;Arizona;Yavapai
1980;Arizona;Yavapai
1980;Arizona;La Paz
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
1998;Arizona;Yuma
2017;Arizona;Pima
1974;Arizona;Pima
1975;Arizona;Pima
1975;Arizona;Pima
1972;Arizona;Pima
1972;Arizona;Pima
1969;Arizona;Pima
1967;Arizona;Pima
1967;Arizona;Pima
1968;Arizona;Pima
1967;Arizona;Pima
1967;Arizona;Pima
1967;Arizona;Pima
1968;Arizona;Pima
1967;Arizona;Pima
1967;Arizona;Pima
1967;Arizona;Pima
1965;Arizona;Pima
1965;Arizona;Pima
1996;Arizona;Pima
1996;Arizona;Pima
1995;Arizona;Pima
1995;Arizona;Pima
1995;Arizona;Pima
1996;Arizona;Pima
1996;Arizona;Pima
1996;Arizona;Pima
1995;Arizona;Pima
1995;Arizona;Pima
1995;Arizona;Pima
1995;Arizona;Pima
1995;Arizona;Pima
1995;Arizona;Pima
1995;Arizona;Pima
1995;Arizona;Pima
1995;Arizona;Pima
1995;Arizona;Pima
1982;Arizona;Pima
1982;Arizona;Pima
1982;Arizona;Pima
1971;Arizona;Pima
1971;Arizona;Pima
1970;Arizona;Pima
2004;North Dakota;Renville
2000;North Dakota;Renville
2000;North Dakota;Renville
2000;North Dakota;Renville
2000;North Dakota;Renville
1986;North Dakota;Renville
1994;North Dakota;Rolette
1996;North Dakota;Grand Forks
1996;North Dakota;Grand Forks
1996;North Dakota;Grand Forks
1996;North Dakota;Grand Forks
1996;North Dakota;Grand Forks
1973;Minnesota;Clearwater
1973;Minnesota;Clearwater
1973;Minnesota;Clearwater
1973;Minnesota;Clearwater
1973;Minnesota;Clearwater
1973;Minnesota;Clearwater
1973;Minnesota;Clearwater
1973;Minnesota;Clearwater
1986;Minnesota;Itasca
1986;Minnesota;Itasca
1986;Minnesota;Itasca
1986;Minnesota;Itasca
1970;North Dakota;Dunn
1970;North Dakota;Dunn
1970;North Dakota;Dunn
1970;North Dakota;Dunn
1970;North Dakota;Dunn
1970;North Dakota;Dunn
1989;North Dakota;Mercer
1989;North Dakota;Mercer
1989;North Dakota;Mercer
1989;Minnesota;Cass
1989;Minnesota;Cass
1989;Minnesota;Cass
1989;Minnesota;Cass
1989;Minnesota;Cass
1989;Minnesota;Cass
1989;Minnesota;Cass
2017;Minnesota;Hubbard
1995;North Dakota;Cass
1995;North Dakota;Cass
1995;North Dakota;Cass
1995;North Dakota;Cass
1995;North Dakota;Cass
1995;North Dakota;Cass
1995;North Dakota;Cass
1995;North Dakota;Cass
1995;North Dakota;Cass
1995;North Dakota;Cass
1995;North Dakota;Cass
1995;North Dakota;Cass
1995;North Dakota;Cass
1995;North Dakota;Cass
1993;North Dakota;Cass
1973;Minnesota;Aitkin
1973;Minnesota;Aitkin
1973;Minnesota;Aitkin
1968;Minnesota;Aitkin
1968;Minnesota;Aitkin
1978;Minnesota;Aitkin
1978;Minnesota;Aitkin
1978;Minnesota;Aitkin
1978;Minnesota;Aitkin
1978;Minnesota;Aitkin
1978;Minnesota;Aitkin
1978;Minnesota;Aitkin
1978;Minnesota;Aitkin
1978;Minnesota;Aitkin
1978;Minnesota;Aitkin
2017;North Dakota;Morton
2017;North Dakota;Morton
2017;North Dakota;Morton
2017;North Dakota;Morton
2016;North Dakota;Morton
1994;North Dakota;Morton
1994;North Dakota;Morton
1994;North Dakota;Morton
1994;North Dakota;Morton
1994;North Dakota;Morton
1994;North Dakota;Morton
1994;North Dakota;Morton
1994;North Dakota;Morton
1994;North Dakota;Morton
1994;North Dakota;Morton
1994;North Dakota;Morton
1966;North Dakota;Morton
2017;Michigan;Gogebic
2017;Michigan;Gogebic
2017;Michigan;Gogebic
2017;Michigan;Gogebic
2017;Michigan;Gogebic
2017;Michigan;Gogebic
2017;Michigan;Gogebic
2017;Michigan;Gogebic
2017;Michigan;Gogebic
2017;Michigan;Gogebic
2017;Michigan;Gogebic
2017;Michigan;Gogebic
2017;Michigan;Gogebic
2017;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2017;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2016;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
2014;Michigan;Gogebic
1987;Michigan;Gogebic
1978;Minnesota;St. Louis
1978;Minnesota;St. Louis
1978;Minnesota;St. Louis
2016;North Dakota;Richland
2016;North Dakota;Richland
2016;North Dakota;Richland
2016;North Dakota;Richland
2016;North Dakota;Richland
2016;North Dakota;Richland
2016;North Dakota;Richland
2016;North Dakota;Richland
2016;North Dakota;Richland
2016;North Dakota;Richland
2016;North Dakota;Richland
2016;North Dakota;Richland
2016;North Dakota;Richland
2016;North Dakota;Ransom
2016;North Dakota;Ransom
1991;Montana;Yellowstone
1991;Montana;Yellowstone
1996;Minnesota;Morrison
1996;Minnesota;Morrison
2018;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2017;Wisconsin;Vilas
2016;Wisconsin;Vilas
2016;Wisconsin;Vilas
2016;Wisconsin;Vilas
2016;Wisconsin;Vilas
2016;Wisconsin;Vilas
2016;Wisconsin;Vilas
2016;Wisconsin;Vilas
2016;Wisconsin;Vilas
2016;Wisconsin;Vilas
2016;Wisconsin;Vilas
2016;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
2014;Wisconsin;Vilas
1984;Wisconsin;Vilas
1984;Wisconsin;Vilas
1984;Wisconsin;Vilas
1984;Wisconsin;Vilas
1994;Wisconsin;Washburn
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2016;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2017;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2017;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
2016;Wisconsin;Price
1968;South Dakota;Harding
1968;South Dakota;Harding
1965;South Dakota;Corson
1965;South Dakota;Corson
1965;South Dakota;Corson
1965;South Dakota;Corson
1965;South Dakota;Corson
1965;South Dakota;Corson
1965;South Dakota;Corson
1965;South Dakota;Corson
1965;South Dakota;Corson
1965;South Dakota;Corson
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Brown
1995;South Dakota;Roberts
1995;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1965;South Dakota;Roberts
1991;Minnesota;Stearns
2018;Minnesota;Isanti
1972;Minnesota;Isanti
1978;Minnesota;Isanti
1978;Minnesota;Isanti
1995;Montana;Carbon
1994;South Dakota;Day
1994;South Dakota;Day
1994;South Dakota;Day
1994;South Dakota;Day
1994;South Dakota;Day
1994;South Dakota;Day
1975;Minnesota;Sherburne
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2017;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
2016;Wisconsin;Lincoln
1981;Minnesota;Anoka
1981;Minnesota;Anoka
1981;Minnesota;Anoka
1981;Minnesota;Anoka
1981;Minnesota;Anoka
1981;Minnesota;Anoka
1981;Minnesota;Anoka
1981;Minnesota;Anoka
1981;Minnesota;Anoka
1982;Minnesota;Anoka
1982;Minnesota;Anoka
1971;Minnesota;Anoka
1979;Minnesota;Anoka
1994;South Dakota;Grant
1994;South Dakota;Grant
1994;South Dakota;Grant
