"","State","Year","deg_days_C_days"
"885","Missouri",2006,2450.6
"886","Missouri",2007,2668.9
"887","Missouri",2008,3012.8
"888","Missouri",2009,2858.9
"889","Missouri",2010,2891.1
"890","Missouri",2011,2755.6
"891","Missouri",2012,2244.4
"892","Missouri",2013,3011.1
"893","Missouri",2014,3146.1
"894","Missouri",2015,2605.6
"895","Missouri",2016,2422.2
"896","Missouri",2017,2362.2
"897","Missouri",2018,2929.4
"898","Montana",1980,4828.3
"899","Montana",1981,4527.2
"900","Montana",1982,5331.1
"901","Montana",1983,4921.1
"902","Montana",1984,4984.4
"903","Montana",1985,5424.4
"904","Montana",1986,4648.9
"905","Montana",1987,4420.6
"906","Montana",1988,4522.8
"907","Montana",1989,5040
"908","Montana",1990,4748.9
"909","Montana",1991,4751.1
"910","Montana",1992,4510
"911","Montana",1993,5219.4
"912","Montana",1994,4652.8
"913","Montana",1995,4853.3
"914","Montana",1996,5282.8
"915","Montana",1997,4844.4
"916","Montana",1998,4567.8
"917","Montana",1999,4474.4
"918","Montana",2000,4778.9
"919","Montana",2001,4566.7
"920","Montana",2002,4965.6
"921","Montana",2003,4599.4
"922","Montana",2004,4590
"923","Montana",2005,4667.8
"924","Montana",2006,4473.3
"925","Montana",2007,4528.3
"926","Montana",2008,4949.4
"927","Montana",2009,4945
"928","Montana",2010,4813.9
"929","Montana",2011,4900.6
"930","Montana",2012,4421.1
"931","Montana",2013,4734.4
"932","Montana",2014,4762.2
"933","Montana",2015,4255.6
"934","Montana",2016,4355
"935","Montana",2017,4667.8
"936","Montana",2018,4838.3
"937","Nebraska",1980,3590.6
"938","Nebraska",1981,3280
"939","Nebraska",1982,3912.8
"940","Nebraska",1983,3913.9
"941","Nebraska",1984,3682.8
"942","Nebraska",1985,3890.6
"943","Nebraska",1986,3303.3
"944","Nebraska",1987,3144.4
"945","Nebraska",1988,3507.8
"946","Nebraska",1989,3710
"947","Nebraska",1990,3323.9
"948","Nebraska",1991,3415.6
"949","Nebraska",1992,3342.2
"950","Nebraska",1993,3986.7
"951","Nebraska",1994,3525
"952","Nebraska",1995,3640
"953","Nebraska",1996,3971.1
"954","Nebraska",1997,3624.4
"955","Nebraska",1998,3250
"956","Nebraska",1999,3167.8
"957","Nebraska",2000,3440
"958","Nebraska",2001,3320
"959","Nebraska",2002,3462.2
"960","Nebraska",2003,3453.3
"961","Nebraska",2004,3317.8
"962","Nebraska",2005,3275.6
"963","Nebraska",2006,3126.1
"964","Nebraska",2007,3458.3
"965","Nebraska",2008,3815.6
"966","Nebraska",2009,3700
"967","Nebraska",2010,3578.3
"968","Nebraska",2011,3596.1
"969","Nebraska",2012,2961.7
"970","Nebraska",2013,3715.6
"971","Nebraska",2014,3703.3
"972","Nebraska",2015,3196.1
"973","Nebraska",2016,3072.8
"974","Nebraska",2017,3211.7
"975","Nebraska",2018,3786.1
"976","Nevada",1980,1887.2
"977","Nevada",1981,1795.6
"978","Nevada",1982,2257.2
"979","Nevada",1983,2057.2
"980","Nevada",1984,2148.9
"981","Nevada",1985,2185.6
"982","Nevada",1986,1771.7
"983","Nevada",1987,2029.4
"984","Nevada",1988,1965.6
"985","Nevada",1989,1918.3
"986","Nevada",1990,2067.2
"987","Nevada",1991,2048.9
"988","Nevada",1992,1946.1
"989","Nevada",1993,2111.7
"990","Nevada",1994,2028.9
"991","Nevada",1995,1801.7
"992","Nevada",1996,1810.6
"993","Nevada",1997,1898.3
"994","Nevada",1998,2164.4
"995","Nevada",1999,1858.3
"996","Nevada",2000,1871.1
"997","Nevada",2001,1918.3
"998","Nevada",2002,1958.9
"999","Nevada",2003,1852.8
"1000","Nevada",2004,1932.2
"1001","Nevada",2005,1920
"1002","Nevada",2006,1978.9
"1003","Nevada",2007,1883.3
"1004","Nevada",2008,1990.6
"1005","Nevada",2009,1991.1
"1006","Nevada",2010,2027.8
"1007","Nevada",2011,2121.7
"1008","Nevada",2012,1771.1
"1009","Nevada",2013,2015
"1010","Nevada",2014,1612.2
"1011","Nevada",2015,1703.3
"1012","Nevada",2016,1765.6
"1013","Nevada",2017,1721.7
"1014","Nevada",2018,1829.4
"1015","New Hampshire",1980,4560.6
"1016","New Hampshire",1981,4278.9
"1017","New Hampshire",1982,4460
"1018","New Hampshire",1983,4147.2
"1019","New Hampshire",1984,4235
"1020","New Hampshire",1985,4385
"1021","New Hampshire",1986,4316.7
"1022","New Hampshire",1987,4290
"1023","New Hampshire",1988,4410.6
"1024","New Hampshire",1989,4533.3
"1025","New Hampshire",1990,3932.2
"1026","New Hampshire",1991,3992.2
"1027","New Hampshire",1992,4481.7
"1028","New Hampshire",1993,4395
"1029","New Hampshire",1994,4392.8
"1030","New Hampshire",1995,4290
"1031","New Hampshire",1996,4317.8
"1032","New Hampshire",1997,4405
"1033","New Hampshire",1998,3734.4
"1034","New Hampshire",1999,3906.7
"1035","New Hampshire",2000,4256.7
"1036","New Hampshire",2001,4024.4
"1037","New Hampshire",2002,4031.1
"1038","New Hampshire",2003,4453.3
"1039","New Hampshire",2004,4271.1
"1040","New Hampshire",2005,4205
"1041","New Hampshire",2006,3797.8
"1042","New Hampshire",2007,4246.7
"1043","New Hampshire",2008,4170
"1044","New Hampshire",2009,4295.6
"1045","New Hampshire",2010,3780.6
"1046","New Hampshire",2011,3977.8
"1047","New Hampshire",2012,3643.3
"1048","New Hampshire",2013,4133.9
"1049","New Hampshire",2014,4314.4
"1050","New Hampshire",2015,4206.1
"1051","New Hampshire",2016,3828.9
"1052","New Hampshire",2017,3930
"1053","New Hampshire",2018,4096.7
"1054","New Jersey",1980,3237.2
"1055","New Jersey",1981,3185
"1056","New Jersey",1982,3108.9
"1057","New Jersey",1983,3017.8
"1058","New Jersey",1984,3036.1
"1059","New Jersey",1985,2956.1
"1060","New Jersey",1986,2995
"1061","New Jersey",1987,3035
"1062","New Jersey",1988,3231.1
"1063","New Jersey",1989,3193.3
"1064","New Jersey",1990,2581.7
"1065","New Jersey",1991,2696.7
"1066","New Jersey",1992,3129.4
"1067","New Jersey",1993,3092.8
"1068","New Jersey",1994,3085
"1069","New Jersey",1995,3048.3
"1070","New Jersey",1996,3137.2
"1071","New Jersey",1997,3021.7
"1072","New Jersey",1998,2503.9
"1073","New Jersey",1999,2791.1
"1074","New Jersey",2000,2986.1
"1075","New Jersey",2001,2776.7
"1076","New Jersey",2002,2742.8
"1077","New Jersey",2003,3145
"1078","New Jersey",2004,2915.6
"1079","New Jersey",2005,2980.6
"1080","New Jersey",2006,2548.9
"1081","New Jersey",2007,2841.1
"1082","New Jersey",2008,2846.1
"1083","New Jersey",2009,2924.4
"1084","New Jersey",2010,2767.2
"1085","New Jersey",2011,2693.9
"1086","New Jersey",2012,2451.7
"1087","New Jersey",2013,2901.1
"1088","New Jersey",2014,3106.7
"1089","New Jersey",2015,2860
"1090","New Jersey",2016,2668.9
"1091","New Jersey",2017,2632.8
"1092","New Jersey",2018,2862.8
"1093","New Mexico",1980,2648.9
"1094","New Mexico",1981,2438.3
"1095","New Mexico",1982,2746.1
"1096","New Mexico",1983,2770
"1097","New Mexico",1984,2769.4
"1098","New Mexico",1985,2685.6
"1099","New Mexico",1986,2528.9
"1100","New Mexico",1987,2828.9
"1101","New Mexico",1988,2705.6
"1102","New Mexico",1989,2479.4
"1103","New Mexico",1990,2650
"1104","New Mexico",1991,2707.8
"1105","New Mexico",1992,2729.4
"1106","New Mexico",1993,2626.1
"1107","New Mexico",1994,2531.1
"1108","New Mexico",1995,2423.3
"1109","New Mexico",1996,2417.8
"1110","New Mexico",1997,2707.2
"1111","New Mexico",1998,2547.2
"1112","New Mexico",1999,2397.2
"1113","New Mexico",2000,2402.8
"1114","New Mexico",2001,2487.8
"1115","New Mexico",2002,2532.2
"1116","New Mexico",2003,2326.1
"1117","New Mexico",2004,2556.7
"1118","New Mexico",2005,2405
"1119","New Mexico",2006,2419.4
"1120","New Mexico",2007,2509.4
"1121","New Mexico",2008,2564.4
"1122","New Mexico",2009,2477.2
"1123","New Mexico",2010,2547.8
"1124","New Mexico",2011,2580
"1125","New Mexico",2012,2277.8
"1126","New Mexico",2013,2656.7
"1127","New Mexico",2014,2378.3
"1128","New Mexico",2015,2400
"1129","New Mexico",2016,2290
"1130","New Mexico",2017,2093.9
"1131","New Mexico",2018,2357.8
"1132","New York",1980,3745.6
"1133","New York",1981,3607.8
"1134","New York",1982,3590
"1135","New York",1983,3445
"1136","New York",1984,3478.9
"1137","New York",1985,3482.8
"1138","New York",1986,3448.9
"1139","New York",1987,3445.6
"1140","New York",1988,3618.9
"1141","New York",1989,3688.9
"1142","New York",1990,3069.4
"1143","New York",1991,3131.7
"1144","New York",1992,3632.8
"1145","New York",1993,3615
"1146","New York",1994,3593.9
"1147","New York",1995,3501.1
"1148","New York",1996,3601.7
"1149","New York",1997,3532.8
"1150","New York",1998,2953.9
"1151","New York",1999,3220.6
"1152","New York",2000,3488.3
"1153","New York",2001,3197.8
"1154","New York",2002,3212.8
"1155","New York",2003,3634.4
"1156","New York",2004,3451.1
"1157","New York",2005,3450
"1158","New York",2006,3030
"1159","New York",2007,3363.3
"1160","New York",2008,3340.6
"1161","New York",2009,3447.8
"1162","New York",2010,3172.2
"1163","New York",2011,3185
"1164","New York",2012,2857.8
"1165","New York",2013,3373.3
"1166","New York",2014,3540
"1167","New York",2015,3362.2
"1168","New York",2016,3072.2
"1169","New York",2017,3108.9
"1170","New York",2018,3344.4
"1171","North Carolina",1980,2171.1
"1172","North Carolina",1981,2225
"1173","North Carolina",1982,1942.8
"1174","North Carolina",1983,2139.4
"1175","North Carolina",1984,1926.1
"1176","North Carolina",1985,1859.4
"1177","North Carolina",1986,1836.7
"1178","North Carolina",1987,2096.1
"1179","North Carolina",1988,2202.2
"1180","North Carolina",1989,2033.3
"1181","North Carolina",1990,1519.4
"1182","North Carolina",1991,1733.3
"1183","North Carolina",1992,1953.3
"1184","North Carolina",1993,2049.4
"1185","North Carolina",1994,1855.6
"1186","North Carolina",1995,2023.9
"1187","North Carolina",1996,2106.7
"1188","North Carolina",1997,1973.9
"1189","North Carolina",1998,1670
"1190","North Carolina",1999,1768.3
"1191","North Carolina",2000,2017.2
"1192","North Carolina",2001,1766.1
"1193","North Carolina",2002,1830
"1194","North Carolina",2003,1940
"1195","North Carolina",2004,1871.1
"1196","North Carolina",2005,1906.7
"1197","North Carolina",2006,1726.1
"1198","North Carolina",2007,1715.6
"1199","North Carolina",2008,1880
"1200","North Carolina",2009,1943.9
"1201","North Carolina",2010,2141.7
"1202","North Carolina",2011,1782.8
"1203","North Carolina",2012,1626.1
"1204","North Carolina",2013,1947.2
"1205","North Carolina",2014,2047.2
"1206","North Carolina",2015,1734.4
"1207","North Carolina",2016,1736.7
"1208","North Carolina",2017,1593.9
"1209","North Carolina",2018,1871.1
"1210","North Dakota",1980,5068.3
"1211","North Dakota",1981,4652.2
"1212","North Dakota",1982,5656.7
"1213","North Dakota",1983,5161.7
"1214","North Dakota",1984,5118.3
"1215","North Dakota",1985,5557.8
"1216","North Dakota",1986,4923.9
"1217","North Dakota",1987,4317.2
"1218","North Dakota",1988,5002.2
"1219","North Dakota",1989,5478.3
"1220","North Dakota",1990,4787.8
"1221","North Dakota",1991,4896.1
"1222","North Dakota",1992,4952.2
"1223","North Dakota",1993,5498.9
"1224","North Dakota",1994,5237.8
"1225","North Dakota",1995,5393.3
"1226","North Dakota",1996,5987.8
"1227","North Dakota",1997,5203.9
"1228","North Dakota",1998,4682.8
"1229","North Dakota",1999,4678.9
"1230","North Dakota",2000,5059.4
"1231","North Dakota",2001,4850.6
"1232","North Dakota",2002,5123.9
"1233","North Dakota",2003,5164.4
"1234","North Dakota",2004,5091.7
"1235","North Dakota",2005,4817.2
"1236","North Dakota",2006,4588.3
"1237","North Dakota",2007,4990
"1238","North Dakota",2008,5430.6
"1239","North Dakota",2009,5522.2
"1240","North Dakota",2010,5063.3
"1241","North Dakota",2011,5147.8
"1242","North Dakota",2012,4530.6
"1243","North Dakota",2013,5578.3
"1244","North Dakota",2014,5447.2
"1245","North Dakota",2015,4632.2
"1246","North Dakota",2016,4436.7
"1247","North Dakota",2017,4894.4
"1248","North Dakota",2018,5363.3
"1249","Ohio",1980,3625
"1250","Ohio",1981,3492.8
"1251","Ohio",1982,3326.1
"1252","Ohio",1983,3317.2
"1253","Ohio",1984,3357.8
"1254","Ohio",1985,3308.3
"1255","Ohio",1986,3129.4
"1256","Ohio",1987,3080
"1257","Ohio",1988,3455.6
"1258","Ohio",1989,3510.6
"1259","Ohio",1990,2836.7
"1260","Ohio",1991,2948.9
"1261","Ohio",1992,3252.8
"1262","Ohio",1993,3381.7
"1263","Ohio",1994,3318.3
"1264","Ohio",1995,3442.2
"1265","Ohio",1996,3493.3
"1266","Ohio",1997,3358.3
"1267","Ohio",1998,2681.1
"1268","Ohio",1999,3058.3
"1269","Ohio",2000,3241.7
"1270","Ohio",2001,2951.1
"1271","Ohio",2002,3071.1
"1272","Ohio",2003,3343.9
"1273","Ohio",2004,3146.7
"1274","Ohio",2005,3234.4
"1275","Ohio",2006,2892.8
"1276","Ohio",2007,3068.9
"1277","Ohio",2008,3317.2
"1278","Ohio",2009,3267.8
"1279","Ohio",2010,3242.8
"1280","Ohio",2011,3074.4
"1281","Ohio",2012,2754.4
"1282","Ohio",2013,3264.4
"1283","Ohio",2014,3569.4
"1284","Ohio",2015,3138.3
"1285","Ohio",2016,2895
"1286","Ohio",2017,2801.7
"1287","Ohio",2018,3193.9
"1288","Oklahoma",1980,2119.4
"1289","Oklahoma",1981,1929.4
"1290","Oklahoma",1982,2113.9
"1291","Oklahoma",1983,2367.2
"1292","Oklahoma",1984,2073.9
"1293","Oklahoma",1985,2262.8
"1294","Oklahoma",1986,1885
"1295","Oklahoma",1987,2008.3
"1296","Oklahoma",1988,2127.2
"1297","Oklahoma",1989,2186.7
"1298","Oklahoma",1990,1846.7
"1299","Oklahoma",1991,1925
"1300","Oklahoma",1992,1867.2
"1301","Oklahoma",1993,2295.6
"1302","Oklahoma",1994,1985
"1303","Oklahoma",1995,1993.9
"1304","Oklahoma",1996,2138.9
"1305","Oklahoma",1997,2107.8
"1306","Oklahoma",1998,1858.3
"1307","Oklahoma",1999,1691.7
"1308","Oklahoma",2000,2037.2
"1309","Oklahoma",2001,1921.1
"1310","Oklahoma",2002,2062.2
"1311","Oklahoma",2003,1986.1
"1312","Oklahoma",2004,1838.3
"1313","Oklahoma",2005,1845
"1314","Oklahoma",2006,1658.3
"1315","Oklahoma",2007,1946.1
"1316","Oklahoma",2008,2021.7
"1317","Oklahoma",2009,2023.9
"1318","Oklahoma",2010,2077.8
"1319","Oklahoma",2011,1976.7
"1320","Oklahoma",2012,1573.9
"1321","Oklahoma",2013,2201.7
"1322","Oklahoma",2014,2173.3
"1323","Oklahoma",2015,1876.1
"1324","Oklahoma",2016,1668.9
"1325","Oklahoma",2017,1603.3
"1326","Oklahoma",2018,2099.4
"1327","Oregon",1980,3056.7
"1328","Oregon",1981,2915.6
"1329","Oregon",1982,3248.9
"1330","Oregon",1983,3003.3
"1331","Oregon",1984,3199.4
"1332","Oregon",1985,3443.9
"1333","Oregon",1986,2853.3
"1334","Oregon",1987,2772.8
"1335","Oregon",1988,2929.4
"1336","Oregon",1989,3054.4
"1337","Oregon",1990,3042.8
"1338","Oregon",1991,2964.4
"1339","Oregon",1992,2562.8
"1340","Oregon",1993,3147.8
"1341","Oregon",1994,2946.7
"1342","Oregon",1995,2760.6
"1343","Oregon",1996,2975
"1344","Oregon",1997,2886.7
"1345","Oregon",1998,2913.9
"1346","Oregon",1999,3019.4
"1347","Oregon",2000,3018.3
"1348","Oregon",2001,2962.2
"1349","Oregon",2002,2940
"1350","Oregon",2003,2766.7
"1351","Oregon",2004,2767.2
"1352","Oregon",2005,2903.9
"1353","Oregon",2006,2909.4
"1354","Oregon",2007,3032.2
"1355","Oregon",2008,3163.9
"1356","Oregon",2009,3073.3
"1357","Oregon",2010,2980.6
"1358","Oregon",2011,3233.9
"1359","Oregon",2012,2995
"1360","Oregon",2013,2992.8
"1361","Oregon",2014,2613.3
"1362","Oregon",2015,2476.7
"1363","Oregon",2016,2693.9
"1364","Oregon",2017,2965
"1365","Oregon",2018,2788.9
"1366","Pennsylvania",1980,3554.4
"1367","Pennsylvania",1981,3497.2
"1368","Pennsylvania",1982,3367.2
"1369","Pennsylvania",1983,3336.7
"1370","Pennsylvania",1984,3340.6
"1371","Pennsylvania",1985,3245
"1372","Pennsylvania",1986,3258.3
"1373","Pennsylvania",1987,3253.9
"1374","Pennsylvania",1988,3488.9
"1375","Pennsylvania",1989,3503.9
"1376","Pennsylvania",1990,2853.9
"1377","Pennsylvania",1991,2986.1
"1378","Pennsylvania",1992,3392.8
"1379","Pennsylvania",1993,3387.8
"1380","Pennsylvania",1994,3414.4
"1381","Pennsylvania",1995,3377.8
"1382","Pennsylvania",1996,3470
"1383","Pennsylvania",1997,3342.8
"1384","Pennsylvania",1998,2730
"1385","Pennsylvania",1999,3088.3
"1386","Pennsylvania",2000,3273.3
"1387","Pennsylvania",2001,3050.6
"1388","Pennsylvania",2002,3064.4
"1389","Pennsylvania",2003,3407.2
"1390","Pennsylvania",2004,3190.6
"1391","Pennsylvania",2005,3252.8
"1392","Pennsylvania",2006,2874.4
"1393","Pennsylvania",2007,3136.7
"1394","Pennsylvania",2008,3216.1
"1395","Pennsylvania",2009,3249.4
"1396","Pennsylvania",2010,3118.3
"1397","Pennsylvania",2011,3023.9
"1398","Pennsylvania",2012,2775
"1399","Pennsylvania",2013,3231.1
"1400","Pennsylvania",2014,3486.7
"1401","Pennsylvania",2015,3160
"1402","Pennsylvania",2016,2977.2
"1403","Pennsylvania",2017,2910
"1404","Pennsylvania",2018,3183.9
"1405","Rhode Island",1980,3575
"1406","Rhode Island",1981,3493.3
"1407","Rhode Island",1982,3467.8
"1408","Rhode Island",1983,3271.1
"1409","Rhode Island",1984,3312.8
"1410","Rhode Island",1985,3387.8
"1411","Rhode Island",1986,3375.6
"1412","Rhode Island",1987,3398.3
"1413","Rhode Island",1988,3502.8
"1414","Rhode Island",1989,3553.9
"1415","Rhode Island",1990,2972.2
"1416","Rhode Island",1991,3023.9
"1417","Rhode Island",1992,3496.7
"1418","Rhode Island",1993,3423.9
"1419","Rhode Island",1994,3395
"1420","Rhode Island",1995,3317.8
"1421","Rhode Island",1996,3418.9
"1422","Rhode Island",1997,3361.1
"1423","Rhode Island",1998,2891.7
"1424","Rhode Island",1999,3018.9
"1425","Rhode Island",2000,3317.2
"1426","Rhode Island",2001,3076.7
"1427","Rhode Island",2002,3095
"1428","Rhode Island",2003,3508.9
"1429","Rhode Island",2004,3378.3
"1430","Rhode Island",2005,3366.7
"1431","Rhode Island",2006,2937.8
"1432","Rhode Island",2007,3242.8
"1433","Rhode Island",2008,3168.3
"1434","Rhode Island",2009,3293.9
"1435","Rhode Island",2010,3001.7
"1436","Rhode Island",2011,3026.1
"1437","Rhode Island",2012,2763.9
"1438","Rhode Island",2013,3219.4
"1439","Rhode Island",2014,3327.2
"1440","Rhode Island",2015,3249.4
"1441","Rhode Island",2016,2956.7
"1442","Rhode Island",2017,2997.8
"1443","Rhode Island",2018,3112.2
"1444","South Carolina",1980,1721.1
"1445","South Carolina",1981,1750.6
"1446","South Carolina",1982,1439.4
"1447","South Carolina",1983,1730.6
"1448","South Carolina",1984,1468.9
"1449","South Carolina",1985,1440.6
"1450","South Carolina",1986,1365.6
"1451","South Carolina",1987,1617.2
"1452","South Carolina",1988,1705.6
"1453","South Carolina",1989,1511.1
"1454","South Carolina",1990,1122.8
"1455","South Carolina",1991,1338.9
"1456","South Carolina",1992,1507.2
"1457","South Carolina",1993,1610
"1458","South Carolina",1994,1391.7
"1459","South Carolina",1995,1556.1
"1460","South Carolina",1996,1632.2
"1461","South Carolina",1997,1473.9
"1462","South Carolina",1998,1266.7
"1463","South Carolina",1999,1356.1
"1464","South Carolina",2000,1603.9
"1465","South Carolina",2001,1330.6
"1466","South Carolina",2002,1422.2
"1467","South Carolina",2003,1506.7
"1468","South Carolina",2004,1450.6
"1469","South Carolina",2005,1472.2
"1470","South Carolina",2006,1308.9
"1471","South Carolina",2007,1287.8
"1472","South Carolina",2008,1459.4
"1473","South Carolina",2009,1520.6
"1474","South Carolina",2010,1766.1
"1475","South Carolina",2011,1380
"1476","South Carolina",2012,1198.3
"1477","South Carolina",2013,1487.2
"1478","South Carolina",2014,1615.6
"1479","South Carolina",2015,1296.1
"1480","South Carolina",2016,1311.7
"1481","South Carolina",2017,1142.8
"1482","South Carolina",2018,1437.2
"1483","South Dakota",1980,4208.3
"1484","South Dakota",1981,3868.9
"1485","South Dakota",1982,4689.4
"1486","South Dakota",1983,4517.8
"1487","South Dakota",1984,4385.6
"1488","South Dakota",1985,4710
"1489","South Dakota",1986,4134.4
"1490","South Dakota",1987,3691.1
"1491","South Dakota",1988,4232.2
"1492","South Dakota",1989,4525
"1493","South Dakota",1990,4001.7
"1494","South Dakota",1991,4083.9
"1495","South Dakota",1992,4102.2
"1496","South Dakota",1993,4732.8
"1497","South Dakota",1994,4327.8
"1498","South Dakota",1995,4441.1
"1499","South Dakota",1996,4937.8
"1500","South Dakota",1997,4420
"1501","South Dakota",1998,3920
"1502","South Dakota",1999,3806.7
"1503","South Dakota",2000,4193.9
"1504","South Dakota",2001,4134.4
"1505","South Dakota",2002,4220.6
"1506","South Dakota",2003,4176.1
"1507","South Dakota",2004,3987.2
"1508","South Dakota",2005,3971.1
"1509","South Dakota",2006,3836.7
"1510","South Dakota",2007,4116.1
"1511","South Dakota",2008,4585.6
"1512","South Dakota",2009,4495.6
"1513","South Dakota",2010,4292.2
"1514","South Dakota",2011,4378.3
"1515","South Dakota",2012,3642.2
"1516","South Dakota",2013,4596.1
"1517","South Dakota",2014,4536.1
"1518","South Dakota",2015,3882.2
"1519","South Dakota",2016,3771.1
"1520","South Dakota",2017,4005
"1521","South Dakota",2018,4553.9
"1522","Tennessee",1980,2393.9
"1523","Tennessee",1981,2349.4
"1524","Tennessee",1982,2130
"1525","Tennessee",1983,2393.3
"1526","Tennessee",1984,2150
"1527","Tennessee",1985,2231.7
"1528","Tennessee",1986,2043.9
"1529","Tennessee",1987,2136.7
"1530","Tennessee",1988,2371.7
"1531","Tennessee",1989,2288.9
"1532","Tennessee",1990,1818.9
"1533","Tennessee",1991,1963.3
"1534","Tennessee",1992,2147.2
"1535","Tennessee",1993,2298.9
"1536","Tennessee",1994,2097.2
"1537","Tennessee",1995,2232.2
"1538","Tennessee",1996,2332.8
"1539","Tennessee",1997,2229.4
"1540","Tennessee",1998,1840.6
"1541","Tennessee",1999,1922.8
"1542","Tennessee",2000,2165.6
"1543","Tennessee",2001,2033.3
"1544","Tennessee",2002,2081.7
"1545","Tennessee",2003,2151.7
"1546","Tennessee",2004,1982.2
"1547","Tennessee",2005,2046.7
"1548","Tennessee",2006,1961.7
"1549","Tennessee",2007,1923.3
"1550","Tennessee",2008,2187.2
"1551","Tennessee",2009,2151.1
"1552","Tennessee",2010,2365.6
"1553","Tennessee",2011,2021.1
"1554","Tennessee",2012,1752.8
"1555","Tennessee",2013,2225.6
"1556","Tennessee",2014,2361.1
"1557","Tennessee",2015,1964.4
"1558","Tennessee",2016,1891.7
"1559","Tennessee",2017,1741.7
"1560","Tennessee",2018,2117.2
"1561","Texas",1980,1166.1
"1562","Texas",1981,1047.2
"1563","Texas",1982,1095
"1564","Texas",1983,1315
"1565","Texas",1984,1051.7
"1566","Texas",1985,1215
"1567","Texas",1986,994.4
"1568","Texas",1987,1130
"1569","Texas",1988,1117.2
"1570","Texas",1989,1182.8
"1571","Texas",1990,930
"1572","Texas",1991,1058.9
"1573","Texas",1992,1025.6
"1574","Texas",1993,1172.2
"1575","Texas",1994,979.4
"1576","Texas",1995,988.9
"1577","Texas",1996,1047.8
"1578","Texas",1997,1177.2
"1579","Texas",1998,945
"1580","Texas",1999,821.7
"1581","Texas",2000,988.9
"1582","Texas",2001,1042.2
"1583","Texas",2002,1098.3
"1584","Texas",2003,1036.1
"1585","Texas",2004,969.4
"1586","Texas",2005,932.8
"1587","Texas",2006,829.4
"1588","Texas",2007,1015
"1589","Texas",2008,981.1
"1590","Texas",2009,1010.6
"1591","Texas",2010,1177.2
"1592","Texas",2011,1000
"1593","Texas",2012,768.9
"1594","Texas",2013,1102.8
"1595","Texas",2014,1145
"1596","Texas",2015,1017.2
"1597","Texas",2016,818.9
"1598","Texas",2017,727.8
"1599","Texas",2018,1080
"1600","Utah",1980,3958.9
"1601","Utah",1981,3699.4
"1602","Utah",1982,4426.1
"1603","Utah",1983,4085.6
"1604","Utah",1984,4581.1
"1605","Utah",1985,4431.1
"1606","Utah",1986,3855
"1607","Utah",1987,3903.3
"1608","Utah",1988,4007.8
"1609","Utah",1989,4031.1
"1610","Utah",1990,3973.9
"1611","Utah",1991,4172.8
"1612","Utah",1992,3799.4
"1613","Utah",1993,4296.1
"1614","Utah",1994,3820
"1615","Utah",1995,3823.3
"1616","Utah",1996,3884.4
"1617","Utah",1997,4028.9
"1618","Utah",1998,4010.6
"1619","Utah",1999,3810.6
"1620","Utah",2000,3757.8
"1621","Utah",2001,3775
"1622","Utah",2002,4074.4
"1623","Utah",2003,3676.1
"1624","Utah",2004,3940.6
"1625","Utah",2005,3847.2
"1626","Utah",2006,3898.3
"1627","Utah",2007,3793.9
"1628","Utah",2008,4152.8
"1629","Utah",2009,4043.9
"1630","Utah",2010,3994.4
"1631","Utah",2011,4179.4
"1632","Utah",2012,3553.9
"1633","Utah",2013,4165.6
"1634","Utah",2014,3625.6
"1635","Utah",2015,3500
"1636","Utah",2016,3645.6
"1637","Utah",2017,3695
"1638","Utah",2018,3740.6
"1639","Vermont",1980,4867.8
"1640","Vermont",1981,4566.7
"1641","Vermont",1982,4696.1
"1642","Vermont",1983,4496.7
"1643","Vermont",1984,4515.6
"1644","Vermont",1985,4667.8
"1645","Vermont",1986,4585
"1646","Vermont",1987,4561.7
"1647","Vermont",1988,4684.4
"1648","Vermont",1989,4833.3
"1649","Vermont",1990,4189.4
"1650","Vermont",1991,4286.7
"1651","Vermont",1992,4813.3
"1652","Vermont",1993,4762.2
"1653","Vermont",1994,4757.8
"1654","Vermont",1995,4563.9
"1655","Vermont",1996,4602.2
"1656","Vermont",1997,4751.7
"1657","Vermont",1998,3980
"1658","Vermont",1999,4212.8
"1659","Vermont",2000,4593.9
"1660","Vermont",2001,4258.3
"1661","Vermont",2002,4294.4
"1662","Vermont",2003,4732.8
"1663","Vermont",2004,4611.7
"1664","Vermont",2005,4425.6
"1665","Vermont",2006,4023.9
"1666","Vermont",2007,4527.2
"1667","Vermont",2008,4398.3
"1668","Vermont",2009,4531.7
"1669","Vermont",2010,4081.1
"1670","Vermont",2011,4191.1
"1671","Vermont",2012,3851.7
"1672","Vermont",2013,4391.7
"1673","Vermont",2014,4600
"1674","Vermont",2015,4473.9
"1675","Vermont",2016,4105
"1676","Vermont",2017,4212.2
"1677","Vermont",2018,4418.9
"1678","Virginia",1980,2687.8
"1679","Virginia",1981,2717.8
"1680","Virginia",1982,2502.2
"1681","Virginia",1983,2607.2
"1682","Virginia",1984,2460.6
"1683","Virginia",1985,2358.9
"1684","Virginia",1986,2427.8
"1685","Virginia",1987,2562.8
"1686","Virginia",1988,2707.2
"1687","Virginia",1989,2626.7
"1688","Virginia",1990,2003.9
"1689","Virginia",1991,2197.2
"1690","Virginia",1992,2508.9
"1691","Virginia",1993,2567.8
"1692","Virginia",1994,2432.8
"1693","Virginia",1995,2538.3
"1694","Virginia",1996,2643.3
"1695","Virginia",1997,2496.7
"1696","Virginia",1998,2085.6
"1697","Virginia",1999,2282.2
"1698","Virginia",2000,2477.2
